交易所,板块,代码,市场代码,名称,空字段f1,最新价,涨跌额,涨跌幅,流通市场代码,成交量,成交额,振幅,最高,昨收,最低,今开,量比,换手率,市盈率,市净率,行业,地域板块,概念题材
上交所,沪市主板,600062,1,华润双鹤,2,17.27,-0.31,-1.76,2,60975,105648201.0,1.88,17.56,17.58,17.23,17.5,0.95,0.59,9.25,1.48,化学制药,北京板块,"中药概念,央国企改革,青蒿素,流感,长寿药,肝素概念,创新药,合成生物,特色药"
上交所,沪市主板,600063,1,皖维高新,2,6.23,-0.28,-4.3,2,537968,337371261.0,5.22,6.52,6.51,6.18,6.51,1.61,2.6,23.67,1.53,化学纤维,安徽板块,"煤化工概念,参股券商,新材料,央国企改革,OLED,降解塑料"
上交所,沪市主板,600064,1,南京高科,2,7.64,-0.17,-2.18,2,222936,170703222.0,3.2,7.82,7.81,7.57,7.77,1.19,1.29,5.27,0.67,房地产开发,江苏板块,"创投,参股券商,参股银行,长江三角,央国企改革,IPO受益"
上交所,沪市主板,600066,1,宇通客车,2,31.71,-1.08,-3.29,2,163591,520238896.0,3.45,32.54,32.79,31.41,32.51,0.91,0.74,26.62,5.95,商用车,河南板块,"燃料电池概念,无人驾驶,新能源车,车联网(车路云),汽车整车,电池技术"
上交所,沪市主板,600067,1,冠城新材,2,3.31,0.02,0.61,2,223199,73143547.0,2.74,3.32,3.29,3.23,3.3,0.58,1.6,-55.94,0.82,电网设备,福建板块,"参股银行,锂电池概念,新能源车,储能概念,电池技术"
上交所,沪市主板,600071,1,凤凰光学,2,19.18,0.12,0.63,2,30729,58847880.0,1.89,19.33,19.06,18.97,19.05,0.78,1.09,-757.6,10.6,光学光电子,江西板块,"物联网,锂电池概念,安防概念,央国企改革,电池技术"
上交所,沪市主板,600072,1,中船科技,2,12.86,-0.24,-1.83,2,236176,306350654.0,3.51,13.26,13.1,12.8,13.1,0.73,2.18,-24.42,2.54,风电设备,上海板块,"军工,长江三角,风能,海工装备,央国企改革,航母概念,PPP模式"
上交所,沪市主板,600073,1,光明肉业,2,5.52,-0.08,-1.43,2,62834,34774325.0,1.61,5.6,5.6,5.51,5.6,0.67,0.67,26.08,1.1,食品加工,上海板块,"长江三角,沪企改革,央国企改革,猪肉概念,预制菜概念"
上交所,沪市主板,600075,1,新疆天业,2,6.06,-0.25,-3.96,2,227928,138903650.0,5.71,6.36,6.31,6.0,6.35,0.94,1.33,-43.68,1.17,化学原料,新疆板块,"煤化工概念,西部大开发,央国企改革,一带一路,降解塑料,储能概念"
上交所,沪市主板,600076,1,康欣新材,2,4.14,-0.14,-3.27,2,1062727,447005266.0,7.94,4.4,4.28,4.06,4.23,0.88,7.9,-26.82,1.56,包装印刷,山东板块,"新材料,央国企改革,装配建筑,碳交易"
上交所,沪市主板,600078,1,澄星股份,2,16.22,0.75,4.85,2,635364,1031161575.0,7.3,16.88,15.47,15.75,15.75,0.88,9.59,99.5,6.44,农化制品,江苏板块,"化工原料,长江三角,磷化工"
上交所,沪市主板,600079,1,ST人福,2,17.92,-0.28,-1.54,2,171549,308548424.0,2.03,18.18,18.2,17.81,18.16,1.32,1.11,12.43,1.51,化学制药,湖北板块,"生物疫苗,医疗器械概念,央国企改革,体外诊断概念,流感,辅助生殖,创新药,病原体防治,精准诊断"
上交所,沪市主板,600080,1,ST金花,2,5.89,-0.04,-0.67,2,94996,54466012.0,5.06,5.93,5.93,5.63,5.93,0.53,2.54,140.65,1.38,中药Ⅱ,陕西板块,"西部大开发,中药概念,医疗器械概念,独家药品"
上交所,沪市主板,600081,1,东风科技,2,12.4,-0.54,-4.17,2,208712,260988977.0,4.79,12.98,12.94,12.36,12.98,2.0,3.77,42.97,1.48,汽车零部件,上海板块,"长江三角,无人驾驶,氢能源,新能源车,传感器,汽车热管理,减速器"
上交所,沪市主板,600082,1,ST海泰,2,3.8,-0.05,-1.3,2,199338,76227246.0,4.94,3.93,3.85,3.74,3.82,0.85,3.14,-45.37,1.45,房地产开发,天津板块,"创投,滨海新区,央国企改革,京津冀"
上交所,沪市主板,600084,1,*ST尼雅,2,4.83,0.17,3.65,2,57599,27407761.0,4.51,4.86,4.66,4.65,4.66,0.51,0.51,249.53,4.26,非白酒,新疆板块,"酿酒概念,参股期货,西部大开发,央国企改革,乡村振兴,农业种植"
上交所,沪市主板,600085,1,同仁堂,2,26.3,-1.0,-3.66,2,148104,393112548.0,4.03,27.2,27.3,26.1,27.18,1.86,1.08,19.14,2.56,中药Ⅱ,北京板块,"中药概念,独家药品,央国企改革,超级品牌,流感,特色药"
上交所,沪市主板,600088,1,中视传媒,2,17.2,-1.45,-7.77,2,404560,719158426.0,14.53,19.5,18.65,16.79,18.65,1.89,10.17,2526.71,5.45,影视院线,上海板块,"长江三角,央国企改革,旅游概念,乡村振兴,影视概念,超清视频,文娱消费"
上交所,沪市主板,600089,1,特变电工,2,26.76,-0.16,-0.59,2,1252201,3352329502.0,2.15,27.08,26.92,26.5,26.63,0.44,2.48,18.63,1.88,电网设备,新疆板块,"煤化工概念,新能源,黄金概念,核能核电,智能电网,光伏概念,西部大开发,风能,海工装备,海洋经济,充电桩,一带一路,雄安新区,特高压,数据中心,储能概念,超超临界发电,电网概念"
上交所,沪市主板,600094,1,大名城,2,4.71,0.1,2.17,2,291314,136644020.0,5.64,4.85,4.61,4.59,4.62,1.11,1.37,585.96,1.07,房地产开发,上海板块,"参股券商,长江三角,土地流转,算力概念,低空经济"
上交所,沪市主板,600095,1,湘财股份,2,8.88,0.1,1.14,2,250061,222633269.0,3.3,8.99,8.78,8.7,8.75,0.64,0.87,263.37,2.06,证券Ⅱ,黑龙江,"创投,参股券商,参股银行,互联网金融,券商概念,东北振兴,并购重组概念"
上交所,沪市主板,600096,1,云天化,2,31.61,-0.74,-2.29,2,404519,1293608445.0,4.7,32.99,32.35,31.47,32.49,1.0,2.22,10.11,2.41,农化制品,云南板块,"煤化工概念,化工原料,新材料,锂电池概念,西部大开发,央国企改革,氟化工概念,一带一路,碳交易,磷化工,电池技术"
上交所,沪市主板,600097,1,开创国际,2,10.02,0.08,0.8,2,36194,35840710.0,2.82,10.07,9.94,9.79,9.97,1.04,1.5,-17.16,1.07,渔业,上海板块,"长江三角,海洋经济,沪企改革,央国企改革,水产概念,微盘股"
上交所,沪市主板,600098,1,广州发展,2,7.46,0.22,3.04,2,423684,312047749.0,4.28,7.49,7.24,7.18,7.22,0.85,1.21,12.21,0.94,电力,广东板块,"新能源,节能环保,光伏概念,风能,央国企改革,充电桩,可燃冰,天然气,储能概念,抽水蓄能,油气资源"
上交所,沪市主板,600099,1,林海股份,2,11.16,0.2,1.82,2,46080,50807686.0,2.92,11.17,10.96,10.85,10.9,0.84,2.1,146.89,4.44,摩托车及其他,江苏板块,"交运设备,长江三角,央国企改革,无人驾驶,微盘股"
上交所,沪市主板,600100,1,同方股份,2,8.53,0.06,0.71,2,390578,333584074.0,3.66,8.67,8.47,8.36,8.48,0.52,1.17,-38.94,1.8,计算机设备,北京板块,"创投,参股券商,物联网,移动支付,LED概念,智慧城市,大数据,在线教育,安防概念,央国企改革,京津冀,人工智能,军民融合,雄安新区,数字经济,机器人概念,信创,ChatGPT概念,算力概念,数据要素,可控核聚变,AI语料,海南自贸"
上交所,沪市主板,600101,1,明星电力,2,10.06,0.08,0.8,2,185585,185711883.0,2.51,10.1,9.98,9.85,9.91,0.52,3.39,18.9,1.74,电力,四川板块,"成渝特区,西部大开发,央国企改革,充电桩,天然气,绿色电力,钒电池,电池技术,油气资源"
上交所,沪市主板,600103,1,青山纸业,2,4.55,-0.07,-1.52,2,1103084,502032475.0,3.9,4.65,4.62,4.47,4.61,0.53,4.99,168.1,2.58,造纸,福建板块,"造纸印刷,节能环保,中药概念,央国企改革,5G概念,光通信模块,通信技术"
上交所,沪市主板,600104,1,上汽集团,2,12.65,-0.29,-2.24,2,493566,626602663.0,2.4,12.92,12.94,12.61,12.92,1.19,0.43,12.01,0.48,乘用车,上海板块,"长江三角,上海自贸,沪企改革,燃料电池概念,央国企改革,一带一路,无人驾驶,超级品牌,新能源车,半导体概念,车联网(车路云),固态电池,华为汽车,换电概念,汽车整车,电池技术"
上交所,沪市主板,600105,1,永鼎股份,2,51.55,0.05,0.1,2,1125158,5782683796.0,4.02,52.54,51.5,50.47,50.47,0.65,7.7,118.63,22.71,通信设备,江苏板块,"长江三角,风能,大数据,网络安全,超导概念,一带一路,5G概念,华为概念,国产芯片,新能源车,数据中心,磁悬浮概念,CPO概念,光通信模块,可控核聚变,通信技术,光纤概念"
上交所,沪市主板,600106,1,重庆路桥,2,5.87,-0.04,-0.68,2,162255,95109183.0,2.37,5.96,5.91,5.82,5.91,0.65,1.22,73.47,1.47,铁路公路,重庆板块,"参股银行,成渝特区,西部大开发,页岩气,PPP模式,ETC"
上交所,沪市主板,600107,1,*ST尔雅,2,6.53,-0.09,-1.36,2,40995,26574325.0,3.02,6.6,6.62,6.4,6.6,0.46,1.14,157.28,5.8,服装家纺,湖北板块,"参股期货,天然气,湖北自贸,油气资源"
上交所,沪市主板,600108,1,亚盛集团,2,3.94,-0.02,-0.51,2,549535,216330860.0,2.78,4.01,3.96,3.9,3.96,0.79,2.82,91.15,1.77,种植业,甘肃板块,"参股券商,西部大开发,土地流转,央国企改革,乡村振兴,农业种植,啤酒概念,粮食概念"
上交所,沪市主板,600109,1,国金证券,2,8.81,-0.05,-0.56,2,226585,199679922.0,2.14,8.92,8.86,8.73,8.85,0.57,0.61,11.79,0.9,证券Ⅱ,四川板块,"参股期货,成渝特区,西部大开发,互联网金融,券商概念,蚂蚁概念,科创板做市商"
上交所,沪市主板,600110,1,诺德股份,2,10.0,-0.11,-1.09,2,1029202,1022972937.0,3.17,10.12,10.11,9.8,10.01,0.71,5.93,108.21,3.08,电池,吉林板块,"创投,新材料,锂电池概念,核能核电,智能电网,特斯拉概念,超级电容,无人机,PCB,新能源车,固态电池,复合集流体,电网概念,电池技术"
上交所,沪市主板,600111,1,北方稀土,2,51.7,-2.08,-3.87,2,1227350,6385955564.0,3.05,52.88,53.78,51.24,52.6,0.65,3.4,50.91,7.31,小金属,内蒙古,"稀缺资源,新材料,锂电池概念,稀土永磁,西部大开发,央国企改革,小金属概念,电池技术"
上交所,沪市主板,600113,1,浙江东日,2,42.43,-0.45,-1.05,2,49986,214886808.0,4.52,43.95,42.88,42.01,42.88,0.68,1.21,205.75,6.98,一般零售,浙江板块,"参股银行,长江三角,央国企改革,冷链物流,社区团购,中俄贸易概念"
上交所,沪市主板,600114,1,东睦股份,2,32.11,-1.26,-3.78,2,224403,731567404.0,3.72,33.25,33.37,32.01,32.9,1.01,3.64,40.27,6.01,通用设备,浙江板块,"新材料,长江三角,3D打印,特斯拉概念,苹果概念,燃料电池概念,小米概念,华为概念,机器人概念,光通信模块,柔性屏(折叠屏),英伟达概念,电池技术"
上交所,沪市主板,600115,1,中国东航,2,4.06,-0.07,-1.69,2,2178110,877155967.0,1.94,4.07,4.13,3.99,4.06,1.03,1.28,13.73,6.36,航空机场,上海板块,"通用航空,电商概念,央国企改革,大飞机"
上交所,沪市主板,600116,1,三峡水利,2,6.77,0.07,1.04,2,232807,156689405.0,2.39,6.79,6.7,6.63,6.67,0.75,1.22,100.12,1.14,电力,重庆板块,"节能环保,参股银行,成渝特区,光伏概念,西部大开发,央国企改革,绿色电力"
上交所,沪市主板,600117,1,西宁特钢,2,2.41,-0.02,-0.82,2,202999,48475119.0,2.06,2.42,2.43,2.37,2.42,1.02,0.62,-7.76,2.28,特钢Ⅱ,青海板块,"军工,煤化工概念,参股银行,西部大开发,雅下水电概念"
上交所,沪市主板,600118,1,中国卫星,2,96.92,1.1,1.15,2,467567,4567146749.0,4.75,99.55,95.82,95.0,95.0,0.69,3.95,-671.15,18.12,航天装备Ⅱ,北京板块,"航天航空,军工,北斗导航,央国企改革,无人机,一带一路,军民融合,大飞机,国产芯片,卫星互联网,商业航天,空间站概念,时空大数据,低空经济"
上交所,沪市主板,600119,1,*ST长投,2,6.1,0.01,0.16,2,40311,24346862.0,3.45,6.17,6.09,5.96,6.04,0.67,1.1,-205.6,30.02,物流,上海板块,"长江三角,上海自贸,沪企改革,央国企改革,一带一路,快递概念,统一大市场"
上交所,沪市主板,600120,1,浙江东方,2,5.13,-0.01,-0.19,2,374644,191368782.0,2.14,5.17,5.14,5.06,5.08,0.53,1.1,28.66,1.07,多元金融,浙江板块,"创投,参股券商,参股期货,长江三角,参股保险,央国企改革,IPO受益,量子科技,中芯概念"
上交所,沪市主板,600121,1,郑州煤电,2,4.28,0.15,3.63,2,605969,256801288.0,4.6,4.29,4.13,4.1,4.13,1.22,4.97,-6.67,7.09,煤炭开采,河南板块,"参股券商,稀缺资源,央国企改革"
上交所,沪市主板,600123,1,兰花科创,2,6.78,0.12,1.8,2,344355,232351845.0,3.75,6.89,6.66,6.64,6.7,1.14,2.34,-90.94,0.66,煤炭开采,山西板块,"煤化工概念,稀缺资源,新材料,央国企改革"
上交所,沪市主板,600125,1,铁龙物流,2,5.9,0.02,0.34,2,125769,73708362.0,1.87,5.91,5.88,5.8,5.89,0.88,0.96,8.9,0.98,铁路公路,辽宁板块,"铁路基建,央国企改革,一带一路,东北振兴,冷链物流,碳交易,快递概念,中俄贸易概念"
上交所,沪市主板,600126,1,杭钢股份,2,8.81,-0.09,-1.01,2,1094435,968841645.0,3.37,9.04,8.9,8.74,8.87,0.79,3.24,774.2,1.53,普钢,浙江板块,"节能环保,云计算,长江三角,土地流转,央国企改革,阿里概念,数据中心,汽车拆解,国资云概念"
上交所,沪市主板,600127,1,金健米业,2,6.51,0.03,0.46,2,139435,89891707.0,1.85,6.52,6.48,6.4,6.52,0.75,2.17,5967.75,6.22,农产品加工,湖南板块,"电商概念,央国企改革,新零售,乡村振兴,乳业,预制菜概念,粮食概念"
上交所,沪市主板,600128,1,苏豪弘业,2,9.94,0.02,0.2,2,56553,55901622.0,2.12,10.0,9.92,9.79,9.95,1.08,2.29,47.66,1.16,贸易Ⅱ,江苏板块,"创投,参股期货,黄金概念,长江三角,央国企改革,跨境电商,微盘股"
上交所,沪市主板,600129,1,太极集团,2,14.57,-0.36,-2.41,2,66451,96975500.0,2.68,14.88,14.93,14.48,14.88,0.99,1.21,30.61,2.25,中药Ⅱ,重庆板块,"成渝特区,西部大开发,中药概念,土地流转,养老概念,病毒防治,央国企改革,阿里概念,人工智能,百度概念,医美概念,流感,病原体防治"
上交所,沪市主板,600130,1,波导股份,2,6.64,0.25,3.91,2,2136365,1396167627.0,12.99,6.86,6.39,6.03,6.1,1.08,28.48,486.93,5.48,消费电子,浙江板块,长江三角
上交所,沪市主板,600131,1,国网信通,2,17.96,0.49,2.8,2,141035,252823099.0,4.46,18.28,17.47,17.5,17.5,0.91,1.18,1256.52,3.32,IT服务Ⅱ,四川板块,"互联网服务,成渝特区,物联网,智能电网,西部大开发,网络安全,央国企改革,国产软件,无人机,量子科技,5G概念,人工智能,AI智能体,华为概念,数字孪生,UWB概念,IPv6,特高压,数据中心,鸿蒙概念,虚拟电厂,碳交易,储能概念,信创,ERP概念,算力概念,雅下水电概念,电网概念,通信技术"
上交所,沪市主板,600132,1,重庆啤酒,2,52.72,0.28,0.53,2,42910,225128846.0,2.56,53.25,52.44,51.91,52.77,1.01,0.89,14.57,13.95,非白酒,重庆板块,"酿酒概念,成渝特区,西部大开发,啤酒概念,味蕾经济"
